,artist,date,ranking,title
49281,Adam Lambert,2009-06-06,82,One
49284,Eminem,2009-06-06,85,Insane
49293,Kris Allen,2009-06-06,94,Falling Slowly
49297,Glee Cast,2009-06-06,98,Rehab
49379,Rascal Flatts,2009-06-13,80,Summer Nights
49381,Gloriana,2009-06-13,82,Wild At Heart
49382,Randy Houser,2009-06-13,83,Boots On
49386,Twista,2009-06-13,87,Wetter
49390,Reba,2009-06-13,91,Strange
49391,Dorrough,2009-06-13,92,Ice Cream Paint Job
49399,The-Dream,2009-06-13,100,Walkin' On The Moon
49404,Lady Gaga,2009-06-20,5,Poker Face
49405,Lady Gaga,2009-06-20,6,LoveGame
49428,Lady Gaga,2009-06-20,29,Just Dance
49469,Mitchel Musso,2009-06-20,70,Hey
49471,Twista,2009-06-20,72,Wetter (Calling You Daddy)
49476,Beyonce,2009-06-20,77,Ego
49487,Justin Moore,2009-06-20,88,Small Town USA
49491,Cage The Elephant,2009-06-20,92,Ain't No Rest For The Wicked
49493,Fabolous,2009-06-20,94,Throw It In The Bag
49494,Ginuwine,2009-06-20,95,Last Chance
49497,K'Jon,2009-06-20,98,On The Ocean
49498,The Veronicas,2009-06-20,99,Take Me On The Floor
49501,The Black Eyed Peas,2009-06-27,2,I Gotta Feeling
49550,Kid Cudi,2009-06-27,51,Make Her Say
49584,Jason Aldean,2009-06-27,85,Big Green Tractor
49589,The Fray,2009-06-27,90,Never Say Never
49591,George Strait,2009-06-27,92,Living For The Night
49594,Matt,2009-06-27,95,Daylight
49631,New Boyz,2009-07-04,32,You're A Jerk
49662,Pitbull,2009-07-04,63,Hotel Room Service
49666,All Time Low,2009-07-04,67,Damned If I Do Ya (Damned If I Don't)
49682,Jonas Brothers,2009-07-04,83,Fly With Me
49697,Mario,2009-07-04,98,Break Up
49699,David Guetta,2009-07-04,100,When Love Takes Over
49723,Jay-Z,2009-07-11,24,D.O.A. (Death Of Auto-Tune)
49750,Demi Lovato,2009-07-11,51,Here We Go Again
49754,Green Day,2009-07-11,55,21 Guns
49770,F.L.Y. (Fast Life Yungstaz),2009-07-11,71,Swag Surfin'
49789,Eric Church,2009-07-11,90,Love Your Love The Most
49792,Keyshia Cole Duet With Monica,2009-07-11,93,Trust
49794,Shinedown,2009-07-11,95,Sound Of Madness
49797,Jack Ingram,2009-07-11,98,Barefoot And Crazy
49811,Colbie Caillat,2009-07-18,12,Falling For You
49845,Boys Like Girls,2009-07-18,46,Love Drunk
49860,Sean Paul,2009-07-18,61,So Fine
49871,Jay Sean,2009-07-18,72,Down
49881,Selena Gomez,2009-07-18,82,One And The Same
49890,Mary Mary,2009-07-18,91,God In Me
49897,Blake Shelton,2009-07-18,98,I'll Just Hold On
49909,Hannah Montana,2009-07-25,10,He Could Be The One
49910,Mariah Carey,2009-07-25,11,Obsessed
49966,Paramore,2009-07-25,67,Ignorance
49973,Hannah Montana,2009-07-25,74,I Wanna Know You
49986,Hannah Montana,2009-07-25,87,Ice Cream Freeze (Let's Chill)
49992,Lupe Fiasco,2009-07-25,93,Shining Down
49994,Justin Bieber,2009-07-25,95,One Time
50033,Shakira,2009-08-01,34,She Wolf
50079,OneRepublic With Sara Bareilles,2009-08-01,80,Come Home
50088,Drake,2009-08-01,89,Successful
50091,Jason Mraz,2009-08-01,92,If It Kills Me
50094,Daughtry,2009-08-01,95,You Don't Belong
50098,Darryl Worley,2009-08-01,99,Sounds Like Life To Me
50162,Mary J. Blige,2009-08-08,63,The One
50164,Kristinia DeBarge,2009-08-08,65,Goodbye
50181,Michael Franti,2009-08-08,82,Say Hey (I Love You)
50188,Demi Lovato,2009-08-08,89,Catch Me
50192,Beastie Boys,2009-08-08,93,Too Many Rappers
50194,Zac Brown Band,2009-08-08,95,Toes
50195,Jeremih,2009-08-08,96,Imma Star (Everywhere We Are)
50196,Beyonce,2009-08-08,97,Sweet Dreams
50199,Mat Kearney,2009-08-08,100,Closer To Love
50228,T.I.,2009-08-15,29,Remember Me
50253,Toby Keith,2009-08-15,54,American Ride
50255,David Guetta,2009-08-15,56,Sexy Bitch
50272,Tim McGraw,2009-08-15,73,It's A Business Doing Pleasure With You
50287,Jay-Z,2009-08-15,88,Run This Town
50292,Michelle Branch,2009-08-15,93,Sooner Or Later
50294,Uncle Kracker,2009-08-15,95,Smile
50296,Martina McBride,2009-08-15,97,I Just Call You Mine
50297,Parachute,2009-08-15,98,She Is Love
50360,Selena Gomez,2009-08-22,61,Magic
50370,Madonna,2009-08-22,71,Celebration
50373,Whitney Houston,2009-08-22,74,I Look To You
50380,Muse,2009-08-22,81,Uprising
50391,Jamie Foxx,2009-08-22,92,Digital Girl
50397,Brad Paisley,2009-08-22,98,Welcome To The Future
50401,Miley Cyrus,2009-08-29,2,Party In The U.S.A.
50419,Disney's Friends For Change,2009-08-29,20,Send It On
50452,Colbie Caillat,2009-08-29,53,Fallin' For You
50453,Jason DeRulo,2009-08-29,54,Whatcha Say
50463,Cobra Starship,2009-08-29,64,Hot Mess
50479,Cascada,2009-08-29,80,Evacuate The Dancefloor
50484,Lady Antebellum,2009-08-29,85,Need You Now
50489,Britney Spears,2009-08-29,90,Radar
50490,Chris Young,2009-08-29,91,Gettin' You Home (The Black Dress Song)
50589,Kenny Chesney With Dave Matthews,2009-09-05,90,I'm Alive
50594,3OH!3,2009-09-05,95,Starstrukk
50595,Iyaz,2009-09-05,96,Replay
50596,Owl City,2009-09-05,97,Fireflies
50597,Sugarland,2009-09-05,98,Joey
50655,Pearl Jam,2009-09-12,56,The Fixer
50664,Love And Theft,2009-09-12,65,Runaway
50672,Creed,2009-09-12,73,Overcome
50673,Lady Gaga,2009-09-12,74,Paparazzi
50681,Weezer,2009-09-12,82,(If You're Wondering If I Want You To) I Want You To
50684,Three 6 Mafia,2009-09-12,85,Shake My
50686,Pleasure P,2009-09-12,87,Under
50692,Selena Gomez,2009-09-12,93,Falling Down
50695,R. Kelly,2009-09-12,96,Number One
50698,Wale,2009-09-12,99,Chillin
50699,Skillet,2009-09-12,100,Awake And Alive
50739,Breaking Benjamin,2009-09-19,40,I Will Not Bow
50750,Trey Songz,2009-09-19,51,LOL :-)
50764,Michael Buble,2009-09-19,65,Haven't Met You Yet
50783,Jesse McCartney,2009-09-19,84,Body Language
50785,Luke Bryan,2009-09-19,86,Do I
50794,Gucci Mane,2009-09-19,95,Wasted
50797,Sean Kingston,2009-09-19,98,Face Drop
50799,Whitney Houston,2009-09-19,100,Million Dollar Bill
50845,Glee Cast,2009-09-26,46,Take A Bow
50849,Jay-Z + Alicia Keys,2009-09-26,50,Empire State Of Mind
50859,David Guetta,2009-09-26,60,Sexy Chick
50874,Jay-Z + Mr. Hudson,2009-09-26,75,Young Forever
50890,Three Days Grace,2009-09-26,91,Break
50891,Boys Like Girls,2009-09-26,92,Two Is Better Than One
50893,Ester Dean,2009-09-26,94,Drop It Low
50907,Drake,2009-10-03,8,Forever
50939,Drake,2009-10-03,40,I'm Going In
50949,Leona Lewis,2009-10-03,50,Happy
50958,Kid Cudi,2009-10-03,59,Pursuit Of Happiness (Nightmare)
50960,LMFAO,2009-10-03,61,La La La
50965,Mariah Carey,2009-10-03,66,I Want To Know What Love Is
50974,The Black Eyed Peas,2009-10-03,75,Meet Me Halfway
50989,Bon Jovi,2009-10-03,90,We Weren't Born To Follow
50994,The All-American Rejects,2009-10-03,95,I Wanna
50995,Carrie Underwood,2009-10-03,96,Cowboy Casanova
50998,Alice In Chains,2009-10-03,99,Check My Brain
51060,Alicia Keys,2009-10-10,61,Doesn't Mean Anything
51070,Glee Cast,2009-10-10,71,Taking Chances
51084,Glee Cast,2009-10-10,85,Somebody To Love
51094,David Nail,2009-10-10,95,Red Light
51095,Maxwell,2009-10-10,96,Bad Habits
51096,Pink,2009-10-10,97,Funhouse
51097,Craig Morgan,2009-10-10,98,Bonfire
51150,Glee Cast,2009-10-17,51,Alone
51172,Foo Fighters,2009-10-17,73,Wheels
51177,Paramore,2009-10-17,78,Careful
51187,Glee Cast,2009-10-17,88,Maybe This Time
51188,Kris Allen,2009-10-17,89,Live Like We're Dying
51190,Dierks Bentley,2009-10-17,91,I Wanna Make You Close Your Eyes
51195,Reba,2009-10-17,96,Consider Me Gone
51197,Train,2009-10-17,98,"Hey, Soul Sister"
51199,LeToya,2009-10-17,100,Regret
51200,Britney Spears,2009-10-24,1,3
51215,Justin Bieber,2009-10-24,16,One Less Lonely Girl
51229,Glee Cast,2009-10-24,30,It's My Life / Confessions Part II
51239,Glee Cast,2009-10-24,40,Halo / Walking On Sunshine
51251,Chris Brown,2009-10-24,52,I Can Transform Ya
51253,T.I.,2009-10-24,54,Hell Of A Life
51257,OneRepublic,2009-10-24,58,All The Right Moves
51278,Ke$ha,2009-10-24,79,TiK ToK
51290,Creed,2009-10-24,91,Rain
51296,Brooks,2009-10-24,97,Honky Tonk Stomp
51297,LMFAO,2009-10-24,98,Shots
51299,Birdman,2009-10-24,100,Money To Blow
51316,John Mayer,2009-10-31,17,Who Says
51339,Chamillionaire,2009-10-31,40,Good Morning
51355,Glee Cast,2009-10-31,56,Keep Holding On
51364,Glee Cast,2009-10-31,65,No Air
51375,Wonder Girls,2009-10-31,76,Nobody
51376,Carrie Underwood,2009-10-31,77,Mama's Song
51382,Five For Fighting,2009-10-31,83,Chances
51387,30 Seconds To Mars,2009-10-31,88,Kings And Queens
51391,Usher,2009-10-31,92,Papers
51396,New Boyz,2009-10-31,97,Tie Me Down
51397,Miranda Lambert,2009-10-31,98,White Liar
51398,Kings Of Leon,2009-10-31,99,Notion
51433,Glee Cast,2009-11-07,34,Sweet Caroline
51449,Adam Lambert,2009-11-07,50,Time For Miracles
51456,Snoop Dogg,2009-11-07,57,Gangsta Luv
51460,Tim McGraw,2009-11-07,61,Southern Voice
51479,T-Pain,2009-11-07,80,Take Your Shirt Off
51489,Trey Songz,2009-11-07,90,I Invented Sex
51491,Carrie Underwood,2009-11-07,92,Temporary Home
51492,Glee Cast,2009-11-07,93,Bust A Move
51494,Owl City,2009-11-07,95,Vanilla Twilight
51498,Darius Rucker,2009-11-07,99,History In The Making
51499,Rihanna,2009-11-07,100,Russian Roulette
51508,Lady Gaga,2009-11-14,9,Bad Romance
51509,Taylor Swift,2009-11-14,10,Jump Then Fall
51518,Taylor Swift,2009-11-14,19,Untouchable
51522,Taylor Swift,2009-11-14,23,The Other Side Of The Door
51525,Taylor Swift,2009-11-14,26,Superstar
51529,Taylor Swift,2009-11-14,30,Come In With The Rain
51530,50 Cent,2009-11-14,31,Baby By Me
51536,Justin Bieber,2009-11-14,37,Love Me
51586,Carrie Underwood,2009-11-14,87,Undo It
51591,Shinedown,2009-11-14,92,If You Only Knew
51592,Gucci Mane,2009-11-14,93,Spotlight
51598,Omarion,2009-11-14,99,I Get It In
51625,Justin Bieber,2009-11-21,26,Favorite Girl
51626,Jay Sean,2009-11-21,27,Do You Remember
51690,Jason Aldean,2009-11-21,91,The Truth
51692,Rob Thomas,2009-11-21,93,Someday
51694,Jake Owen,2009-11-21,95,Eight Second Ride
51698,Glee Cast,2009-11-21,99,Defying Gravity
51749,New Boyz Feat. Ray J,2009-11-28,50,Tie Me Down
51757,Shakira,2009-11-28,58,Give It Up To Me
51768,OneRepublic,2009-11-28,69,Good Life
51778,Yo Gotti,2009-11-28,79,5 Star Chick
51780,Trey Songz,2009-11-28,81,Say Aah
51783,Adam Lambert,2009-11-28,84,For Your Entertainment
51787,Anya Marina,2009-11-28,88,Whatever You Like
51798,Josh Turner,2009-11-28,99,Why Don't We Just Dance
51799,Timbaland,2009-11-28,100,Undertow
51824,John Mayer,2009-12-05,25,Half Of My Heart
51849,Glee Cast,2009-12-05,50,Lean On Me
51857,Alicia Keys,2009-12-05,58,Try Sleeping With A Broken Heart
51863,Glee Cast,2009-12-05,64,Don't Stand So Close To Me / Young Girl
51872,Glee Cast,2009-12-05,73,I'll Stand By You
51877,Glee Cast,2009-12-05,78,Endless Love
51878,Justin Bieber,2009-12-05,79,Down To Earth
51879,Rihanna,2009-12-05,80,Hard
51887,Melanie Fiona,2009-12-05,88,It Kills Me
51893,Justin Bieber,2009-12-05,94,Bigger
51896,50 Cent,2009-12-05,97,The Invitation
51898,Justin Bieber,2009-12-05,99,First Dance
51899,John Mayer,2009-12-05,100,Heartbreak Warfare
51929,Lady Gaga,2009-12-12,30,Telephone
51935,Young Money,2009-12-12,36,Bedrock
51961,Susan Boyle,2009-12-12,62,I Dreamed A Dream
51964,Beyonce,2009-12-12,65,Video Phone
51965,Glee Cast,2009-12-12,66,True Colors
51966,Glee Cast,2009-12-12,67,Imagine
51967,Chris Brown,2009-12-12,68,Crawl
51975,Timbaland,2009-12-12,76,Morning After Dark
51989,Birdman,2009-12-12,90,4 My Town (Play Ball)
51993,Lady Gaga,2009-12-12,94,Speechless
51994,Francesca Battistelli,2009-12-12,95,It's Your Life
51997,Susan Boyle,2009-12-12,98,Wild Horses
51998,Trace Adkins,2009-12-12,99,All I Ask For Anymore
51999,Billy Currington,2009-12-12,100,That's How Country Boys Roll
52039,Trey Songz Featruing Fabolous,2009-12-19,40,Say Aah
52062,Glee Cast,2009-12-19,63,Last Christmas
52065,Daughtry,2009-12-19,66,Life After You
52066,Orianthi,2009-12-19,67,According To You
52072,Nick Jonas,2009-12-19,73,Who I Am
52074,Timbaland,2009-12-19,75,Carry Out
52084,Pitbull,2009-12-19,85,Shut It Down
52089,Phoenix,2009-12-19,90,1901
52095,The Script,2009-12-19,96,Breakeven
52096,Toby Keith,2009-12-19,97,Cryin' For Me (Wayman's Song)
52097,Timbaland,2009-12-19,98,If We Ever Meet Again
52099,Brad Paisley,2009-12-19,100,American Saturday Night
52106,Jason Derulo,2009-12-26,7,Whatcha Say
52112,Ludacris,2009-12-26,13,How Low
52150,Glee Cast,2009-12-26,51,My Life Would Suck Without You
52152,Glee Cast,2009-12-26,53,Don't Rain On My Parade
52161,Lil Wayne,2009-12-26,62,On Fire
52162,Jason Derulo,2009-12-26,63,In My Head
52166,Mary J. Blige,2009-12-26,67,I Am
52170,Glee Cast,2009-12-26,71,You Can't Always Get What You Want
52171,Thirty Seconds To Mars,2009-12-26,72,This Is War
52179,Snoop Dogg,2009-12-26,80,I Wanna Rock
52181,Thirty Seconds To Mars,2009-12-26,82,Kings And Queens
52187,Chris Brown,2009-12-26,88,What I Do
52193,Glee Cast,2009-12-26,94,And I Am Telling You I'm Not Going
52198,Lifehouse,2009-12-26,99,Halfway Gone
52199,George Strait,2009-12-26,100,Twang
52211,Young Money,2010-01-02,12,BedRock
52228,Eminem,2010-01-02,29,Hell Breaks Loose
52254,Alicia Keys,2010-01-02,55,Empire State Of Mind (Part II) Broken Down
52266,Eminem,2010-01-02,67,Elevator
52271,Adam Lambert,2010-01-02,72,Whataya Want From Me
52278,Robin Thicke,2010-01-02,79,Sex Therapy
52293,Usher,2010-01-02,94,Hey Daddy (Daddy's Home)
52338,Selena Gomez,2010-01-09,39,Naturally
52347,Young Money,2010-01-09,48,Steady Mobbin'
52364,Blake Shelton,2010-01-09,65,Hillbilly Bone
52381,Eminem,2010-01-09,82,Music Box
52396,Lady Antebellum,2010-01-09,97,American Honey
52417,Lil Wayne,2010-01-16,18,Drop The World
52506,Ke$ha,2010-01-23,7,Blah Blah Blah
52526,Ke$ha,2010-01-23,27,Your Love Is My Drug
52584,Ke$ha,2010-01-23,85,Take It Off
52592,Lady Antebellum,2010-01-23,93,Love This Pain
52593,Timbaland,2010-01-23,94,Say Something
52599,Easton Corbin,2010-01-23,100,A Little More Country Than That
52657,Sade,2010-01-30,58,Soldier Of Love
52671,Lady Antebellum,2010-01-30,72,Ready To Love Again
52677,Jay-Z + Swizz Beatz,2010-01-30,78,On To The Next One
52685,Snow Patrol,2010-01-30,86,Set The Fire To The Third Bar
52687,Miley Cyrus,2010-01-30,88,When I Look At You
52691,Keith Urban,2010-01-30,92,'Til Summer Comes Around
52697,Zac Brown Band,2010-01-30,98,Highway 20 Ride
52698,Pearl Jam,2010-01-30,99,Just Breathe
52701,Taylor Swift,2010-02-06,2,Today Was A Fairytale
52704,Justin Bieber,2010-02-06,5,Baby
52715,Jay-Z,2010-02-06,16,Stranded (Haiti Mon Amour)
52747,Justin Timberlake,2010-02-06,48,Hallelujah
52779,Lady Antebellum,2010-02-06,80,Our Kind Of Love
52780,Rihanna,2010-02-06,81,Redemption Song
52846,Sheryl Crow,2010-02-13,47,Lean On Me
52871,Taylor Swift,2010-02-13,72,Breathless
52888,B.o.B,2010-02-13,89,Nothin' On You
52891,Eddie Vedder,2010-02-13,92,My City Of Ruins (Live From The Kennedy Center Honors)
52895,Jaheim,2010-02-13,96,Ain't Leavin Without You
52897,Jennifer Hudson,2010-02-13,98,Let It Be
52898,Jason Michael Carroll,2010-02-13,99,Hurry Home
52899,Roscoe Dash,2010-02-13,100,All The Way Turnt Up
52917,Pink,2010-02-20,18,Glitter In The Air
52943,Lil Wayne,2010-02-20,44,Knockout
52956,Dave Matthews Band,2010-02-20,57,You And Me
52958,Kevin Rudolf,2010-02-20,59,I Made It (Cash Money Heroes)
52974,Mary J. Blige,2010-02-20,75,Bridge Over Troubled Water
52975,Lil Wayne,2010-02-20,76,F**k Today
52990,Lil Wayne,2010-02-20,91,American Star
52992,Gucci Mane,2010-02-20,93,Lemonade
52996,Shiny Toy Guns,2010-02-20,97,Major Tom
53001,Artists For Haiti,2010-02-27,2,We Are The World 25: For Haiti
53042,Iyaz,2010-02-27,43,Solo
53045,General Larry Platt,2010-02-27,46,Pants On The Ground
53063,Rihanna,2010-02-27,64,Rude Boy
53075,Lloyd Banks,2010-02-27,76,"Beamer, Benz, Or Bentley"
53081,Monica,2010-02-27,82,Everything To Me
53094,Waka Flocka Flame,2010-02-27,95,O Let's Do It
53098,Kellie Pickler,2010-02-27,99,Didn't You Know How Much I Loved You
53156,Christopher Wilde,2010-03-06,57,Hero
53160,k.d. lang,2010-03-06,61,Hallelujah (Vancouver Winter 2010 Version)
53163,DJ Khaled,2010-03-06,64,All I Do Is Win
53170,Usher,2010-03-06,71,There Goes My Baby
53176,Christopher Wilde,2010-03-06,77,StarStruck
53180,Christopher Wilde,2010-03-06,81,Something About The Sunshine
53188,3OH!3,2010-03-06,89,Follow Me Down
53199,Mariah Carey,2010-03-06,100,Up Out My Face
53245,Ludacris,2010-03-13,46,My Chick Bad
53252,Taio Cruz,2010-03-13,53,Break Your Heart
53262,Kris Allen,2010-03-13,63,Let It Be
53287,Trey Songz,2010-03-13,88,Neighbors Know My Name
53289,Matisyahu,2010-03-13,90,One Day
53292,Yo Gotti,2010-03-13,93,"Women Lie, Men Lie"
53297,Joe Nichols,2010-03-13,98,Gimmie That Girl
53299,Justin Moore,2010-03-13,100,Backwoods
53320,Justin Bieber,2010-03-20,21,Never Let You Go
53332,Jason Derulo,2010-03-20,33,Ridin' Solo
53342,Usher,2010-03-20,43,Lil Freak
53370,Avril Lavigne,2010-03-20,71,Alice
53372,Kenny Chesney,2010-03-20,73,Ain't Back Yet
53373,Godsmack,2010-03-20,74,Cryin' Like A Bitch
53377,Three 6 Mafia Vs. Tiesto With Sean Kingston,2010-03-20,78,Feel It
53381,Danny Gokey,2010-03-20,82,My Best Days Are Ahead Of Me
53391,La Roux,2010-03-20,92,Bulletproof
53397,Chris Young,2010-03-20,98,The Man I Want To Be
53398,Steel Magnolia,2010-03-20,99,Keep On Lovin' You
53399,Eric Church,2010-03-20,100,Hell On The Heart
53434,Drake,2010-03-27,35,Over
53489,Sam Adams,2010-03-27,90,Driving Me Crazy
53494,Mario,2010-03-27,95,Ooh Baby
53526,Justin Bieber,2010-04-03,27,U Smile
53543,T.I.,2010-04-03,44,I'm Back
53553,Spose,2010-04-03,54,I'm Awesome
53575,Usher,2010-04-03,76,More
53583,Disney's Friends For Change,2010-04-03,84,Make A Wave
53591,The-Dream,2010-04-03,92,Love King
53595,Maxwell,2010-04-03,96,Fistful Of Tears
53599,George Strait,2010-04-03,100,I Gotta Get To You
53629,Sean Kingston,2010-04-10,30,Eenie Meenie
53674,T-Pain,2010-04-10,75,Reverse Cowgirl
53685,Young Money,2010-04-10,86,Roger That
53686,Jaron And The Long Road To Love,2010-04-10,87,Pray For You
53690,Luke Bryan,2010-04-10,91,Rain Is A Good Thing
53691,Justin Bieber,2010-04-10,92,That Should Be Me
53694,Martina McBride,2010-04-10,95,Wrong Baby Wrong
53697,Miranda Lambert,2010-04-10,98,The House That Built Me
53698,Colbie Caillat,2010-04-10,99,I Never Told You
53713,Usher,2010-04-17,14,OMG
53733,Diddy - Dirty Money,2010-04-17,34,Hello Good Morning
53771,Lady Gaga,2010-04-17,72,Alejandro
53791,Travie McCoy,2010-04-17,92,Billionaire
53794,Erykah Badu,2010-04-17,95,Window Seat
53798,Clay Walker,2010-04-17,99,She Won't Be Lonely Long
53819,Jack Johnson,2010-04-24,20,You And Your Heart
53827,Jamie Foxx,2010-04-24,28,Winner
53866,B.o.B,2010-04-24,67,Don't Let Me Fall
53883,Nickelback,2010-04-24,84,This Afternoon
53886,Miranda Cosgrove,2010-04-24,87,Kissin U
53887,Alicia Keys,2010-04-24,88,Un-Thinkable (I'm Ready)
53896,Breaking Benjamin,2010-04-24,97,Give Me A Sign (Forever And Ever)
53898,Kelly Clarkson,2010-04-24,99,All I Ever Wanted
53911,B.o.B,2010-05-01,12,Airplanes
53922,Christina Aguilera,2010-05-01,23,Not Myself Tonight
53931,Glee Cast,2010-05-01,32,Gives You Hell
53934,Glee Cast,2010-05-01,35,Hello
53948,Glee Cast,2010-05-01,49,Hello Goodbye
53965,Glee Cast,2010-05-01,66,"Hello, I Love You"
53991,Jason Aldean,2010-05-01,92,Crazy Town
53999,Brad Paisley,2010-05-01,100,Water
54026,Glee Cast,2010-05-08,27,Like A Prayer
54071,B.o.B,2010-05-08,72,Bet I
54077,Glee Cast,2010-05-08,78,Borderline / Open Your Heart
54086,Glee Cast Feat. Matthew Morrison,2010-05-08,87,Like A Virgin
54087,Shontelle,2010-05-08,88,Impossible
54088,Glee Cast,2010-05-08,89,4 Minutes
54089,Reba,2010-05-08,90,I Keep On Loving You
54090,Tim McGraw,2010-05-08,91,Still
54092,Ciara,2010-05-08,93,Ride
54152,Glee Cast,2010-05-15,53,One Less Bell To Answer / A House Is Not A Home
54160,Glee Cast,2010-05-15,61,Beautiful
54161,The Black Eyed Peas,2010-05-15,62,Rock That Body
54163,Glee Cast,2010-05-15,64,Fire
54164,Shakira,2010-05-15,65,Gypsy
54169,Glee Cast,2010-05-15,70,A House Is Not A Home
54182,B.o.B,2010-05-15,83,Magic
54184,Mike Posner,2010-05-15,85,Cooler Than Me
54188,Jerrod Niemann,2010-05-15,89,"Lover, Lover"
54189,Glee Cast,2010-05-15,90,Home
54192,Big Time Rush,2010-05-15,93,Halfway There
54194,David Guetta,2010-05-15,95,Gettin' Over You
54199,Alpha Rev,2010-05-15,100,New Morning
54200,Eminem,2010-05-22,1,Not Afraid
54208,3OH!3,2010-05-22,9,My First Kiss
54215,Glee Cast,2010-05-22,16,Total Eclipse Of The Heart
54233,Drake,2010-05-22,34,Find Your Love
54234,Young Jeezy,2010-05-22,35,Lose My Mind
54260,Glee Cast,2010-05-22,61,Run Joey Run
54273,Glee Cast,2010-05-22,74,Ice Ice Baby
54288,Glee Cast,2010-05-22,89,Physical
54291,Glee Cast,2010-05-22,92,U Can't Touch This
54296,Lee Brice,2010-05-22,97,Love Like Crazy
54298,Theory Of A Deadman,2010-05-22,99,All Or Nothing
54301,Katy Perry,2010-05-29,2,California Gurls
54322,Glee Cast,2010-05-29,23,Jessie's Girl
54355,Charice,2010-05-29,56,Pyramid
54359,Glee Cast,2010-05-29,60,One
54375,Glee Cast,2010-05-29,76,The Boy Is Mine
54380,Glee Cast,2010-05-29,81,Lady Is A Tramp
54381,Lil Wayne,2010-05-29,82,I'm Single
54388,Enrique Iglesias,2010-05-29,89,I Like It
54392,Glee Cast,2010-05-29,93,Rose's Turn
54397,Justin Bieber,2010-05-29,98,Somebody To Love
54407,Miley Cyrus,2010-06-05,8,Can't Be Tamed
54425,Glee Cast,2010-06-05,26,Dream On
54430,Glee Cast,2010-06-05,31,I Dreamed A Dream
54448,3OH!3,2010-06-05,49,Touchin On My
54450,Avenged Sevenfold,2010-06-05,51,Nightmare
54476,Muse,2010-06-05,77,Neutron Star Collision (Love Is Forever)
54478,Christina Aguilera,2010-06-05,79,WooHoo
54480,Glee Cast,2010-06-05,81,Safety Dance
54485,Glee Cast,2010-06-05,86,Bad Romance
54494,Zac Brown Band,2010-06-05,95,Free
54495,Gyptian,2010-06-05,96,Hold You (Hold Yuh)
54499,Glee Cast,2010-06-05,100,Poker Face
54523,Lee DeWyze,2010-06-12,24,Beautiful Day
54543,Lee DeWyze,2010-06-12,44,Hallelujah
54556,Crystal Bowersox,2010-06-12,57,Up To The Mountain
54565,Lee DeWyze,2010-06-12,66,Falling Slowly
54571,Glee Cast,2010-06-12,72,Beth
54580,Will Young,2010-06-12,81,Leave Right Now
54587,Lee DeWyze,2010-06-12,88,The Boxer
54589,Paramore,2010-06-12,90,The Only Exception
54590,Cali Swag District,2010-06-12,91,Teach Me How To Dougie
54592,J. Cole,2010-06-12,93,Who Dat
54597,Ludacris,2010-06-12,98,Sex Room
54599,Rick Ross,2010-06-12,100,Super High
54614,Drake,2010-06-19,15,Miss Me
54625,Taio Cruz,2010-06-19,26,Dynamite
54637,T.I.,2010-06-19,38,Got Your Back
54643,T.I.,2010-06-19,44,Yeah Ya Know (Takers)
54650,Nicki Minaj,2010-06-19,51,Your Love
54668,Glee Cast,2010-06-19,69,Good Vibrations
54674,3OH!3,2010-06-19,75,Deja Vu
54678,Glee Cast,2010-06-19,79,Another One Bites The Dust
54682,Billy Currington,2010-06-19,83,Pretty Good At Drinkin' Beer
54686,Glee Cast,2010-06-19,87,Tell Me Something Good
54692,Glee Cast,2010-06-19,93,Loser
54693,Little Big Town,2010-06-19,94,Little White Church
54694,Glee Cast,2010-06-19,95,"It's A Man's, Man's Man's World"
54695,Taio Cruz,2010-06-19,96,Dirty Picture
54696,V V Brown,2010-06-19,97,Shark In The Water
54699,Neon Trees,2010-06-19,100,Animal
54732,Justin Bieber,2010-06-26,33,Never Say Never
54736,Glee Cast,2010-06-26,37,Faithfully
54742,Shakira,2010-06-26,43,Waka Waka (This Time For Africa)
54743,Glee Cast,2010-06-26,44,Over The Rainbow
54757,Glee Cast,2010-06-26,58,Any Way You Want It/Lovin' Touchin' Squeezin'
54765,Christina Aguilera,2010-06-26,66,Bionic
54766,Ne-Yo,2010-06-26,67,Beautiful Monster
54769,Lil Jon,2010-06-26,70,Hey
54774,Glee Cast,2010-06-26,75,To Sir With Love
54783,Glee Cast,2010-06-26,84,Bohemian Rhapsody
54789,Train,2010-06-26,90,If It's Love
54797,OneRepublic,2010-06-26,98,Secrets
54798,Christina Aguilera,2010-06-26,99,Woohoo
54848,Drake,2010-07-03,49,Up All Night
54856,Drake,2010-07-03,57,9 AM In Dallas
54870,Drake,2010-07-03,71,Fireworks
54880,Disturbed,2010-07-03,81,Another Way To Die
54888,3OH!3,2010-07-03,89,Double Vision
54889,Soulja Boy Tell'em,2010-07-03,90,Pretty Boy Swag
54890,Bobby Brackins,2010-07-03,91,143
54892,The Dirty Heads,2010-07-03,93,Lay Me Down
54894,Jaheim,2010-07-03,95,Finding My Way Back
54895,Rodney Atkins,2010-07-03,96,Farmer's Daughter
54896,Craig Morgan,2010-07-03,97,This Ain't Nothin'
54897,Blake Shelton,2010-07-03,98,All About Tonight
54898,Drake,2010-07-03,99,Fancy
54901,Eminem,2010-07-10,2,Love The Way You Lie
54922,Eminem,2010-07-10,23,No Love
54923,Selena Gomez,2010-07-10,24,Round & Round
54943,Maroon 5,2010-07-10,44,Misery
