,artist,date,ranking,title
54958,Sara Bareilles,2010-07-10,59,King Of Anything
54961,Eminem,2010-07-10,62,Won't Back Down
54970,Eminem,2010-07-10,71,Cold Wind Blows
54974,Miley Cyrus,2010-07-10,75,Stay
54987,Eminem,2010-07-10,88,Talkin' 2 Myself
54991,Eminem,2010-07-10,92,25 To Life
54993,Adam Lambert,2010-07-10,94,If I Had You
55021,Kanye West,2010-07-17,22,Power
55062,Christina Perri,2010-07-17,63,Jar Of Hearts
55064,Flo Rida,2010-07-17,65,Club Can't Handle Me
55083,Lil Jon,2010-07-17,84,Outta Your Mind
55086,Chris Brown,2010-07-17,87,Deuces
55094,WE the Kings,2010-07-17,95,We'll Be A Dream
55096,Josh Turner,2010-07-17,97,All Over Me
55098,Enrique Iglesias,2010-07-17,99,Cuando Me Enamoro
55099,3OH!3,2010-07-17,100,I Can Do Anything
55128,Kanye West,2010-07-24,29,POWER
55191,The Band Perry,2010-07-24,92,If I Die Young
55193,Fantasia,2010-07-24,94,Bittersweet
55197,Rick Ross,2010-07-24,98,B.M.F. (Blowin' Money Fast)
55198,Dierks Bentley,2010-07-24,99,Up On The Ridge
55218,Usher,2010-07-31,19,DJ Got Us Fallin' In Love
55266,Darius Rucker,2010-07-31,67,Come Back Song
55270,New Boyz,2010-07-31,71,Break My Bank
55273,Auburn,2010-07-31,74,La La La
55289,Chiddy Bang,2010-07-31,90,Opposite Of Adults
55290,Hannah Montana,2010-07-31,91,Ordinary Girl
55293,Monica,2010-07-31,94,Love All Over Me
55297,Easton Corbin,2010-07-31,98,Roll With It
55299,Rob Thomas,2010-07-31,100,Mockingbird
55319,Katy Perry,2010-08-07,20,Teenage Dream
55342,Bruno Mars,2010-08-07,43,Just The Way You Are
55374,Ne-Yo,2010-08-07,75,Champagne Life
55397,Rick Ross,2010-08-07,98,Aston Martin Music
55419,Sugarland,2010-08-14,20,Stuck Like Glue
55478,Asher Roth,2010-08-14,79,G.R.I.N.D. (Get Ready It's A New Day)
55495,Kenny Chesney,2010-08-14,96,The Boys of Fall
55496,Shinedown,2010-08-14,97,The Crow And The Butterfly
55498,Rihanna,2010-08-14,99,Rockstar 101
55502,Taylor Swift,2010-08-21,3,Mine
55534,Linkin Park,2010-08-21,35,The Catalyst
55545,Sean Kingston,2010-08-21,46,Letting Go (Dutty Love)
55549,Jay Sean,2010-08-21,50,"2012 (It Ain""t The End)"
55552,Katy Perry,2010-08-21,53,Not Like The Movies
55593,Daughtry,2010-08-21,94,September
55595,The Script,2010-08-21,96,The Man Who Can't Be Moved
55621,Trey Songz,2010-08-28,22,Bottoms Up
55657,Katy Perry,2010-08-28,58,Circle The Drain
55676,Zac Brown Band,2010-08-28,77,As She's Walking Away
55688,Antoine Dodson,2010-08-28,89,Bed Intruder Song
55691,Far*East Movement,2010-08-28,92,Like A G6
55695,Plain White T's,2010-08-28,96,Rhythm of Love
55696,The Ready Set,2010-08-28,97,Love Like Woe
55697,Mumford,2010-08-28,98,Little Lion Man
55699,Usher,2010-08-28,100,Hot Tottie
55705,Lil Wayne,2010-09-04,6,Right Above It
55711,Nelly,2010-09-04,12,Just A Dream
55741,Katy Perry,2010-09-04,42,E.T.
55747,Rascal Flatts,2010-09-04,48,Why Wait
55767,Jay Sean,2010-09-04,68,2012 (It Ain't The End)
55785,Maroon 5,2010-09-04,86,Give A Little More
55795,Soundgarden,2010-09-04,96,Black Rain
55821,Kid Cudi,2010-09-11,22,Erase Me
55853,Jason Aldean,2010-09-11,54,My Kinda Party
55866,Katy Perry,2010-09-11,67,Last Friday Night (T.G.I.F.)
55893,YG,2010-09-11,94,Toot It And Boot It
55895,Cee Lo Green,2010-09-11,96,F**k You!
55896,Toby Keith,2010-09-11,97,Trailerhood
55897,Jazmine Sullivan,2010-09-11,98,Holding You Down (Goin In Circles)
55899,Josh Thompson,2010-09-11,100,Way Out Here
55932,Cee Lo Green,2010-09-18,33,F**k You (Forget You)
55994,George Strait,2010-09-18,95,The Breath You Take
55995,Miranda Lambert,2010-09-18,96,Only Prettier
55999,Brad Paisley,2010-09-18,100,Anything Like Me
56034,Selena Gomez,2010-09-25,35,A Year Without Rain
56044,Waka Flocka Flame,2010-09-25,45,No Hands
56054,Michael Buble,2010-09-25,55,Hollywood
56074,Rihanna,2010-09-25,75,Only Girl (In The World)
56077,will.i.am,2010-09-25,78,Check It Out
56083,Sean Kingston,2010-09-25,84,Dumb Love
56091,Nick Jonas,2010-09-25,92,Introducing Me
56092,Florence + The Machine,2010-09-25,93,Dog Days Are Over
56136,Kings Of Leon,2010-10-02,37,Radioactive
56173,Trey Songz,2010-10-02,74,Can't Be Friends
56181,Keith Urban,2010-10-02,82,Put You In A Song
56182,Yolanda Be Cool,2010-10-02,83,We No Speak Americano
56190,Miguel,2010-10-02,91,All I Want Is You
56193,Reba,2010-10-02,94,Turn On The Radio
56195,Linkin Park,2010-10-02,96,Waiting For The End
56196,Eric Church,2010-10-02,97,Smoke A Little Smoke
56199,Wiz Khalifa,2010-10-02,100,Black And Yellow
56220,Glee Cast,2010-10-09,21,Empire State Of Mind
56222,Glee Cast,2010-10-09,23,Telephone
56227,Glee Cast,2010-10-09,28,Billionaire
56237,Glee Cast,2010-10-09,38,Listen
56250,Glee Cast,2010-10-09,51,What I Did For Love
56261,Akon,2010-10-09,62,Angel
56283,Maroon 5,2010-10-09,84,Stutter
56289,Jesse McCartney,2010-10-09,90,Shake
56290,Diddy - Dirty Money,2010-10-09,91,Loving You No More
56293,Mike Posner,2010-10-09,94,Please Don't Go
56315,Glee Cast,2010-10-16,16,Toxic
56316,Lil Wayne,2010-10-16,17,Gonorrhea
56325,Glee Cast,2010-10-16,26,The Only Exception
56341,Lil Wayne,2010-10-16,42,What's Wrong With Them
56350,Pitbull,2010-10-16,51,Hey Baby (Drop It To The Floor)
56351,Glee Cast,2010-10-16,52,I'm A Slave 4 U
56352,Glee Cast,2010-10-16,53,Stronger
56353,Glee Cast,2010-10-16,54,Baby One More Time
56355,Glee Cast,2010-10-16,56,Me Against The Music
56364,Lil Wayne,2010-10-16,65,I Am Not A Human Being
56373,Nicki Minaj,2010-10-16,74,Right Thru Me
56374,Lil Wayne,2010-10-16,75,Bill Gates
56376,My Chemical Romance,2010-10-16,77,Na Na Na (Na Na Na Na Na Na Na Na Na)
56380,Bruno Mars,2010-10-16,81,Grenade
56387,Marsha Ambrosius,2010-10-16,88,Hope She Cheats On You (With A Basketball Player)
56407,Taylor Swift,2010-10-23,8,Speak Now
56411,Kanye West,2010-10-23,12,Runaway
56435,Glee Cast,2010-10-23,36,I Want To Hold Your Hand
56436,Glee Cast,2010-10-23,37,One Of Us
56449,Glee Cast,2010-10-23,50,Only The Good Die Young
56450,P!nk,2010-10-23,51,Raise Your Glass
56459,Glee Cast,2010-10-23,60,Losing My Religion
56464,Glee Cast,2010-10-23,65,Papa Can You Hear Me?
56472,Glee Cast,2010-10-23,73,Bridge Over Troubled Water
56473,Glee Cast,2010-10-23,74,I Look To You
56481,Bruno Mars,2010-10-23,82,The Lazy Song
56490,A Rocket To The Moon,2010-10-23,91,Like We Used To
56492,Edward Maya,2010-10-23,93,Stereo Love
56493,David Guetta,2010-10-23,94,Memories
56497,Shakira,2010-10-23,98,Loca
56505,Taylor Swift,2010-10-30,6,Back To December
56526,Glee Cast,2010-10-30,27,Lucky
56540,Glee Cast,2010-10-30,41,"River Deep, Mountain High"
56547,Glee Cast,2010-10-30,48,Happy Days Are Here Again / Get Happy
56549,Glee Cast,2010-10-30,50,Don't Go Breaking My Heart
56553,Nelly,2010-10-30,54,Move That Body
56579,Sugarland,2010-10-30,80,Little Miss
56582,Darius Rucker,2010-10-30,83,This
56586,Glee Cast,2010-10-30,87,Sing!
56593,Glee Cast,2010-10-30,94,Le Jazz Hot
56599,Trace Adkins,2010-10-30,100,This Ain't No Love Song
56610,Taylor Swift,2010-11-06,11,Mean
56656,Katy Perry,2010-11-06,57,Firework
56665,Hannah Montana,2010-11-06,66,Gonna Get This
56677,Willow,2010-11-06,78,Whip My Hair
56678,Kanye West,2010-11-06,79,Monster
56681,Kings Of Leon,2010-11-06,82,The End
56682,Rihanna,2010-11-06,83,What's My Name?
56688,T-Pain,2010-11-06,89,Rap Song
56689,My Darkest Days,2010-11-06,90,Porn Star Dancing
56690,Lloyd,2010-11-06,91,Lay It Down
56692,The Black Keys,2010-11-06,93,Tighten Up
56694,Natasha Bedingfield,2010-11-06,95,Strip Me
56700,Ke$ha,2010-11-13,1,We R Who We R
56716,Taylor Swift,2010-11-13,17,Sparks Fly
56726,Taylor Swift,2010-11-13,27,Innocent
56732,Chris Brown,2010-11-13,33,Yeah 3X
56740,Taylor Swift,2010-11-13,41,The Story Of Us
56753,Taylor Swift,2010-11-13,54,Dear John
56755,Taylor Swift,2010-11-13,56,Better Than Revenge
56762,Taylor Swift,2010-11-13,63,Haunted
56770,Taylor Swift,2010-11-13,71,Last Kiss
56771,Rascal Flatts,2010-11-13,72,I Won't Let Go
56774,Taylor Swift,2010-11-13,75,Enchanted
56776,Kid Cudi,2010-11-13,77,Mr. Rager
56783,Taylor Swift,2010-11-13,84,Never Grow Up
56784,Taylor Swift,2010-11-13,85,Long Live
56788,Glee Cast,2010-11-13,89,Time Warp
56796,Ne-Yo,2010-11-13,97,One In A Million
56799,Luke Bryan,2010-11-13,100,Someone Else Calling You Baby
56825,Tim McGraw,2010-11-20,26,Felt Good On My Lips
56850,Ke$ha,2010-11-20,51,Sleazy
56855,Nicki Minaj,2010-11-20,56,Roman's Revenge
56860,Pitbull,2010-11-20,61,"Bon, Bon"
56866,Kenny Chesney,2010-11-20,67,Somewhere With You
56869,T.I.,2010-11-20,70,Get Back Up
56873,Ricky Martin,2010-11-20,74,Lo Mejor De Mi Vida Eres Tu/The Best Thing About Me Is You
56885,New Hollow,2010-11-20,86,Sick
56888,Chris Young,2010-11-20,89,Voices
56892,Jason Aldean With Kelly Clarkson,2010-11-20,93,Don't You Wanna Stay
56896,Toby Keith,2010-11-20,97,Bullets In The Gun
56897,RockMafia,2010-11-20,98,The Big Bang
56898,Blake Shelton,2010-11-20,99,Who Are You When I'm Not Looking
56907,Glee Cast,2010-11-27,8,Teenage Dream
56911,The Black Eyed Peas,2010-11-27,12,The Time (Dirty Bit)
56930,Glee Cast,2010-11-27,31,Start Me Up / Livin' On A Prayer
56937,Glee Cast,2010-11-27,38,Stop! In The Name Of Love / Free Your Mind
56940,Glee Cast,2010-11-27,41,One Love (People Get Ready)
56953,Kid Cudi,2010-11-27,54,Marijuana
56956,Lupe Fiasco,2010-11-27,57,The Show Goes On
56966,Jeremih,2010-11-27,67,Down On Me
56969,Lady Antebellum,2010-11-27,70,Hello World
56975,Jason Derulo,2010-11-27,76,What If
56976,Ke$ha,2010-11-27,77,Cannibal
56991,Kid Cudi,2010-11-27,92,Scott Mescudi Vs. The World
56993,Twista,2010-11-27,94,Make A Movie
57010,Glee Cast,2010-12-04,11,Forget You
57017,Glee Cast,2010-12-04,18,Singing In The Rain / Umbrella
57048,Dr. Dre,2010-12-04,49,Kush
57052,Rihanna,2010-12-04,53,S&M
57074,Nelly,2010-12-04,75,Liv Tonight
57083,Michael Jackson Duet With Akon,2010-12-04,84,Hold My Hand
57094,Train,2010-12-04,95,Marry Me
57096,Ke$ha,2010-12-04,97,Blow
57097,Flo Rida,2010-12-04,98,Turn Around (5 4 3 2 1)
57117,Enrique Iglesias,2010-12-11,18,Tonight (I'm Lovin' You)
57131,Glee Cast,2010-12-11,32,Marry You
57139,Glee Cast,2010-12-11,40,Just The Way You Are
57159,Kanye West,2010-12-11,60,Dark Fantasy
57160,Diddy - Dirty Money,2010-12-11,61,Coming Home
57169,Christina Aguilera,2010-12-11,70,Show Me How You Burlesque
57171,Keri Hilson,2010-12-11,72,Pretty Girl Rock
57172,David Guetta,2010-12-11,73,Who's That Chick?
57175,Nicki Minaj,2010-12-11,76,Fly
57190,Bruno Mars,2010-12-11,91,Marry You
57191,Kanye West,2010-12-11,92,All Of The Lights
57192,Ke$ha,2010-12-11,93,Crazy Beautiful Life
57196,Billy Currington,2010-12-11,97,Let Me Down Easy
57199,Sick Puppies,2010-12-11,100,Maybe
57221,Glee Cast,2010-12-18,22,Dog Days Are Over
57224,Coldplay,2010-12-18,25,Christmas Lights
57228,Glee Cast,2010-12-18,29,"Hey, Soul Sister"
57237,Glee Cast,2010-12-18,38,(I've Had) The Time Of My Life
57253,Glee Cast,2010-12-18,54,Valerie
57254,Flo Rida,2010-12-18,55,Who Dat Girl
57277,Victorious Cast,2010-12-18,78,Freak The Freak Out
57278,The Killers,2010-12-18,79,Boots
57283,Birdman,2010-12-18,84,Fire Flame
57292,Far*East Movement,2010-12-18,93,Rocketeer
57296,Glee Cast,2010-12-18,97,Don't Cry For Me Argentina (Lea Michele Version)
57317,T.I.,2010-12-25,18,That's All She Wrote
57356,Glee Cast,2010-12-25,57,"Baby, It's Cold Outside"
57358,Glee Cast,2010-12-25,59,Welcome Christmas
57367,Adele,2010-12-25,68,Rolling In The Deep
57388,Chris Brown,2010-12-25,89,No BS
57393,Dev,2010-12-25,94,Bass Down Low
57394,Jamie Foxx,2010-12-25,95,Fall For Your Type
57408,Lil Wayne,2011-01-01,9,6 Foot 7 Foot
57479,Taio Cruz,2011-01-01,80,Higher
57481,Nicki Minaj,2011-01-01,82,Moment 4 Life
57485,P!nk,2011-01-01,86,F**kin' Perfect
57489,Jerrod Niemann,2011-01-01,90,What Do You Want
57491,Thompson Square,2011-01-01,92,Are You Gonna Kiss Me Or Not
57492,R. Kelly,2011-01-01,93,When A Woman Loves
57493,Fabolous,2011-01-01,94,You Be Killin Em
57496,The Script,2011-01-01,97,For The First Time
57499,Mariah Carey,2011-01-01,100,Oh Santa!
57529,The Lonely Island,2011-01-08,30,I Just Had Sex
57564,Brad Paisley,2011-01-08,65,This Is Country Music
57565,3OH!3,2011-01-08,66,Hit It Again
57580,Troop 41,2011-01-08,81,Do The John Wall
57584,B.o.B,2011-01-08,85,I Am The Champion
57598,Train,2011-01-08,99,Shake Up Christmas
57678,Big Time Rush,2011-01-15,79,Big Night
57697,Sara Evans,2011-01-15,98,A Little Bit Stronger
57780,Gwyneth Paltrow,2011-01-22,81,Country Strong
57795,Sunny Sweeney,2011-01-22,96,From A Table Away
57799,Travis Porter,2011-01-22,100,Make It Rain
57800,Britney Spears,2011-01-29,1,Hold It Against Me
57812,Avril Lavigne,2011-01-29,13,What The Hell
57822,Kanye West,2011-01-29,23,H*A*M
57877,Cage The Elephant,2011-01-29,78,Shake Me Down
57878,Garrett Hedlund,2011-01-29,79,Give In To Me
57894,Mann,2011-01-29,95,Buzzin'
57897,The JaneDear Girls,2011-01-29,98,Wildflower
57978,Zac Brown Band,2011-02-05,79,Colder Weather
57993,James Blunt,2011-02-05,94,Stay The Night
57999,Yellowcard,2011-02-05,100,"For You, And Your Denial"
58077,LMFAO,2011-02-12,78,Party Rock Anthem
58088,Rise Against,2011-02-12,89,Help Is On The Way
58097,New Hollow,2011-02-12,98,Boyfriend
58099,Trey Songz,2011-02-12,100,Love Faces
58104,Dr. Dre,2011-02-19,5,I Need A Doctor
58110,Chris Brown,2011-02-19,11,Look At Me Now
58171,Glee Cast,2011-02-19,72,Need You Now
58174,Glee Cast,2011-02-19,75,Thriller / Heads Will Roll
58178,Glee Cast,2011-02-19,79,"Bills, Bills, Bills"
58180,3 Doors Down,2011-02-19,81,When You're Young
58181,The Lonely Island,2011-02-19,82,The Creep
58187,Jessie J,2011-02-19,88,Price Tag
58188,Panic! At The Disco,2011-02-19,89,The Ballad Of Mona Lisa
58198,Mumford,2011-02-19,99,The Cave
58199,Ricky Martin,2011-02-19,100,Lo Mejor De Mi Vida Eres Tu
58200,Lady Gaga,2011-02-26,1,Born This Way
58217,Jay Sean,2011-02-26,18,Hit The Lights
58222,Colbie Caillat,2011-02-26,23,I Do
58233,Glee Cast,2011-02-26,34,Firework
58244,Glee Cast,2011-02-26,45,Silly Love Songs
58246,Glee Cast,2011-02-26,47,When I Get You Alone
58247,Wiz Khalifa,2011-02-26,48,Roll Up
58255,Glee Cast,2011-02-26,56,Fat Bottomed Girls
58257,Glee Cast,2011-02-26,58,P.Y.T. (Pretty Young Thing)
58274,Jana Kramer,2011-02-26,75,I Won't Give Up
58286,Glee Cast,2011-02-26,87,She's Not There
58288,Lupe Fiasco,2011-02-26,89,Words I Never Said
58290,Justin Bieber,2011-02-26,91,Pray
58291,My Chemical Romance,2011-02-26,92,Sing
58294,Miranda Lambert,2011-02-26,95,Heart Like Mine
58298,Ronnie Dunn,2011-02-26,99,Bleed Red
58336,New Boyz,2011-03-05,37,Backseat
58346,Glee Cast,2011-03-05,47,Baby
58348,Glee Cast,2011-03-05,49,Sing
58350,Glee Cast,2011-03-05,51,Take Me Or Leave Me
58373,Justin Bieber,2011-03-05,74,Born To Be Somebody
58385,Chris Young,2011-03-05,86,Tomorrow
58390,Tinie Tempah,2011-03-05,91,Written In The Stars
58391,The Black Eyed Peas,2011-03-05,92,Just Can't Get Enough
58408,Jennifer Lopez,2011-03-12,9,On The Floor
58448,Glee Cast,2011-03-12,49,Don't You Want Me
58451,Wiz Khalifa,2011-03-12,52,On My Level
58454,Glee Cast,2011-03-12,55,Blame It (On The Alcohol)
58460,Glee Cast,2011-03-12,61,Tik Tok
58464,Adele,2011-03-12,65,Someone Like You
58478,Big Time Rush,2011-03-12,79,Boyfriend
58481,Mike Posner,2011-03-12,82,Bow Chicka Wow Wow
58487,Adele,2011-03-12,88,Set Fire To The Rain
58489,DJ Khaled,2011-03-12,90,Welcome To My Hood
58496,Kirk Franklin,2011-03-12,97,I Smile
58497,Joe Nichols,2011-03-12,98,The Shape I'm In
58499,Aaron Lewis,2011-03-12,100,Country Boy
58519,Britney Spears,2011-03-19,20,Till The World Ends
58569,Foo Fighters,2011-03-19,70,Rope
58576,Gorilla Zoe,2011-03-19,77,Twisted
58579,The Band Perry,2011-03-19,80,You Lie
58582,Chris Medina,2011-03-19,83,What Are Words
58588,Big Sean,2011-03-19,89,My Last
58591,Nicki Minaj,2011-03-19,92,Did It On'em
58596,Mary Mary,2011-03-19,97,Walking
58598,Willow,2011-03-19,99,21st Century Girl
58622,Glee Cast,2011-03-26,23,Landslide
58656,Glee Cast,2011-03-26,57,Do You Wanna Touch Me (Oh Yeah)
58658,Eli Young Band,2011-03-26,59,Crazy Girl
58661,Glee Cast,2011-03-26,62,Animal
58665,Wiz Khalifa,2011-03-26,66,The Race
58669,Lupe Fiasco,2011-03-26,70,Beautiful Lasers (2 Ways)
58673,Seether,2011-03-26,74,Country Song
58675,Snoop Dogg,2011-03-26,76,Boom
58682,Glee Cast,2011-03-26,83,Kiss
58685,Eric Church,2011-03-26,86,Homeboy
58690,Kenny Chesney,2011-03-26,91,Live A Little
58693,Miguel,2011-03-26,94,Sure Thing
58694,Keith Urban,2011-03-26,95,Without You
58695,Jennifer Hudson,2011-03-26,96,Where You At
58696,Easton Corbin,2011-03-26,97,I Can't Love You Back
58698,Avril Lavigne,2011-03-26,99,Wish You Were Here
58705,Glee Cast,2011-04-02,6,Loser Like Me
58715,Glee Cast,2011-04-02,16,Get It Right
58723,Selena Gomez,2011-04-02,24,Who Says
58735,Glee Cast,2011-04-02,36,Raise Your Glass
58736,Glee Cast,2011-04-02,37,Blackbird
58751,Glee Cast,2011-04-02,52,Misery
58752,Glee Cast,2011-04-02,53,Hell To The No
58770,Glee Cast,2011-04-02,71,Candles
58771,Rebecca Black,2011-04-02,72,Friday
58787,Travis Porter,2011-04-02,88,Bring It Back
58791,Marsha Ambrosius,2011-04-02,92,Far Away
58792,Waka Flocka Flame,2011-04-02,93,Grove St. Party
58793,Christina Perri,2011-04-02,94,Arms
58799,Miranda Cosgrove,2011-04-02,100,Dancing Crazy
58805,Wiz Khalifa,2011-04-09,6,No Sleep
58825,Chris Brown,2011-04-09,26,Next To You
58832,T-Pain,2011-04-09,33,Best Love Song
58856,Lil Wayne,2011-04-09,57,John
58884,Justin Moore,2011-04-09,85,If Heaven Wasn't So Far Away
58885,Craig Campbell,2011-04-09,86,Family Man
58888,Josh Kelley,2011-04-09,89,Georgia Clay
58896,Ke$ha,2011-04-09,97,F**k Him He's A DJ
58956,Wiz Khalifa,2011-04-16,57,When I'm Gone
58959,Pitbull,2011-04-16,60,Give Me Everything
58968,Sara Ramirez,2011-04-16,69,The Story
58972,Britney Spears,2011-04-16,73,I Wanna Go
58982,Victorious Cast,2011-04-16,83,Beggin' On Your Knees
58985,YC,2011-04-16,86,Racks
59012,Blake Shelton,2011-04-23,13,Honey Bee
59067,Jason Aldean,2011-04-23,68,Dirt Road Anthem
59086,Ace Hood,2011-04-23,87,Hustle Hard
59090,Martin Solveig,2011-04-23,91,Hello
59094,Brad Paisley,2011-04-23,95,Old Alabama
59099,Toby Keith,2011-04-23,100,Somewhere Else
59109,Lady Gaga,2011-04-30,10,Judas
59154,Kelly Rowland,2011-04-30,55,Motivation
59161,Game,2011-04-30,62,Red Nation
59189,Chris Brown,2011-04-30,90,She Ain't You
59192,Hot Chelle Rae,2011-04-30,93,Tonight Tonight
59193,Bridgit Mendler,2011-04-30,94,Determinate
59195,Jake Owen,2011-04-30,96,Barefoot Blue Jean Night
59221,Luke Bryan,2011-05-07,22,Country Girl (Shake It For Me)
59232,Beyonce,2011-05-07,33,Run The World (Girls)
59262,Adele,2011-05-07,63,Turning Tables
59265,Glee Cast,2011-05-07,66,Turning Tables
59286,Glee Cast,2011-05-07,87,All By Myself
59287,Bridgit Mendler,2011-05-07,88,Breakthrough
59288,Bridgit Mendler,2011-05-07,89,Somebody
59298,Jennifer Lopez,2011-05-07,99,Papi
59321,Glee Cast,2011-05-14,22,I Feel Pretty / Unpretty
59341,Glee Cast,2011-05-14,42,Somewhere Only We Know
59343,Glee Cast,2011-05-14,44,Born This Way
59364,Javier Colon,2011-05-14,65,Time After Time
59379,Glee Cast,2011-05-14,80,As If We Never Said Goodbye
59388,Duck Sauce,2011-05-14,89,Barbra Streisand
59395,Foster The People,2011-05-14,96,Pumped Up Kicks
59397,Nicki Minaj,2011-05-14,98,Super Bass
59398,Jana Kramer,2011-05-14,99,Whiskey
59399,Maroon 5,2011-05-14,100,Never Gonna Leave This Bed
59406,Lady Antebellum,2011-05-21,7,Just A Kiss
59413,David Guetta,2011-05-21,14,Where Them Girls At
59431,Bad Meets Evil,2011-05-21,32,Fast Lane
59444,Glee Cast,2011-05-21,45,Go Your Own Way
59460,New Boyz,2011-05-21,61,Better With The Lights Off
59467,Glee Cast,2011-05-21,68,Songbird
59469,Avenged Sevenfold,2011-05-21,70,Not Ready To Die
59471,Jennifer Lopez,2011-05-21,72,I'm Into You
59478,Glee Cast,2011-05-21,79,Don't Stop
59480,Glee Cast,2011-05-21,81,Never Going Back Again
59481,Don Omar,2011-05-21,82,Danza Kuduro
59488,Dierks Bentley,2011-05-21,89,Am I The Only One
59491,Glee Cast,2011-05-21,92,Dreams
59498,Thirty Seconds To Mars,2011-05-21,99,Closer To The Edge
59502,Lady Gaga,2011-05-28,3,The Edge Of Glory
59517,Enrique Iglesias Wtih Usher,2011-05-28,18,Dirty Dancer
59528,Glee Cast,2011-05-28,29,Rolling In The Deep
59533,Glee Cast,2011-05-28,34,Friday
59534,Steven Tyler,2011-05-28,35,(It) Feels So Good
59548,Glee Cast,2011-05-28,49,Jar Of Hearts
59560,Rick Ross,2011-05-28,61,9 Piece
59564,Glee Cast,2011-05-28,65,Isn't She Lovely
59568,The Lonely Island,2011-05-28,69,Jack Sparrow
59571,Glee Cast,2011-05-28,72,I'm Not Gonna Teach Your Boyfriend To Dance With You
59572,Zac Brown Band,2011-05-28,73,Knee Deep
59573,Glee Cast,2011-05-28,74,Dancing Queen
59581,Jordin Sparks,2011-05-28,82,I Am Woman
59611,Lady Gaga,2011-06-04,12,Hair
59656,Young Jeezy,2011-06-04,57,Ballin'
59658,Glee Cast,2011-06-04,59,Pure Imagination
59676,Nicole Scherzinger,2011-06-04,77,Right There
59677,DJ Khaled,2011-06-04,78,I'm On One
59679,Rihanna,2011-06-04,80,California King Bed
59681,Glee Cast,2011-06-04,82,Back To Black
59691,Jason Derulo,2011-06-04,92,Don't Wanna Go Home
59693,Glee Cast,2011-06-04,94,My Man
59694,Ashton Shepherd,2011-06-04,95,Look It Up
59710,Scotty McCreery,2011-06-11,11,I Love You This Big
59719,Lauren Alaina,2011-06-11,20,Like My Mother Does
59732,Glee Cast,2011-06-11,33,Light Up The World
59735,Lady Gaga,2011-06-11,36,You And I
59739,Glee Cast,2011-06-11,40,Pretending
59750,Enrique Iglesias With Usher,2011-06-11,51,Dirty Dancer
59756,Beyonce,2011-06-11,57,1+1
59757,Glee Cast,2011-06-11,58,For Good
59768,Lil Wayne,2011-06-11,69,How To Love
59773,Reeve Carney,2011-06-11,74,Rise Above 1
59778,Lady Gaga,2011-06-11,79,Marry The Night
59779,Mac Miller,2011-06-11,80,Donald Trump
59780,Glee Cast,2011-06-11,81,"I Love New York / New York, New York"
59791,Kenny Chesney,2011-06-11,92,You And Tequila
59792,Glee Cast,2011-06-11,93,As Long As You're There
59793,Rihanna,2011-06-11,94,Man Down
59797,Lupe Fiasco,2011-06-11,98,Out Of My Head
59828,Coldplay,2011-06-18,29,Every Teardrop Is A Waterfall
59858,Pitbull,2011-06-18,59,International Love
59883,Beyonce,2011-06-18,84,Best Thing I Never Had
59885,Linkin Park,2011-06-18,86,Iridescent
59889,Trey Songz,2011-06-18,90,Unusual
59891,Rodney Atkins,2011-06-18,92,Take A Back Road
59892,Victorious Cast,2011-06-18,93,Best Friend's Brother
59893,Andy Grammer,2011-06-18,94,Keep Your Head Up
59896,Rej3ctz,2011-06-18,97,Cat Daddy
59897,Trace Adkins,2011-06-18,98,Just Fishin'
59935,Paramore,2011-06-25,36,Monster
59958,Brad Paisley Duet With Carrie Underwood,2011-06-25,59,Remind Me
59972,Pitbull,2011-06-25,73,Pause
59977,Dia Frampton,2011-06-25,78,Heartless
59993,Selena Gomez,2011-06-25,94,Bang Bang Bang
59994,Toby Keith,2011-06-25,95,Made In America
59995,Gavin DeGraw,2011-06-25,96,Not Over You
59996,Romeo Santos,2011-06-25,97,You
59999,Martina McBride,2011-06-25,100,Teenage Daughters
60015,Bad Meets Evil,2011-07-02,16,Lighters
60063,Javier Colon,2011-07-02,64,Angel
60065,Shania Twain,2011-07-02,66,Today Is Your Day
60074,Pitbull,2011-07-02,75,Rain Over Me
60075,Vicci Martinez,2011-07-02,76,Jolene
60084,Gym Class Heroes,2011-07-02,85,Stereo Hearts
60089,Casey Weston,2011-07-02,90,Black Horse And The Cherry Tree
60091,Joe Jonas,2011-07-02,92,See No More
60095,AfroJack,2011-07-02,96,Take Over Control
60097,Billy Currington,2011-07-02,98,Love Done Gone
60098,Xenia,2011-07-02,99,Price Tag
60107,Maroon 5,2011-07-09,8,Moves Like Jagger
60151,Javier Colon,2011-07-09,52,Fix You
60153,Dia Frampton,2011-07-09,54,Losing My Religion
60167,Vicci Martinez,2011-07-09,68,Dog Days Are Over
60168,Pitbull,2011-07-09,69,Shake Senora
60171,Selena Gomez,2011-07-09,72,Love You Like A Love Song
60188,Afrojack,2011-07-09,89,Take Over Control
60191,Xenia,2011-07-09,92,The Man Who Can't Be Moved
60194,Bella Thorne,2011-07-09,95,Watch Me
60196,Jill Scott,2011-07-09,97,So In Love
60197,Train,2011-07-09,98,"Save Me, San Francisco"
60199,Brantley Gilbert,2011-07-09,100,Country Must Be Country Wide
60216,Javier Colon,2011-07-16,17,Stitch By Stitch
60219,Dia Frampton,2011-07-16,20,Inventing Shadows
60244,Adam Levine,2011-07-16,45,Man In The Mirror
60256,Blake Shelton,2011-07-16,57,I Won't Back Down
